Mission_ID;Mission_Month;Mission_Day;Mission_Year;Target_Longitude;Target_Latitude;Target_Country;Target_City;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Type;Target Industry;Target Priority;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;"Source ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mission ID;Mission_Date;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Country;Target City;Target Type;Target Industry;Target Priority;Target Latitude;Target Longitude;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;Source ID";Column 47;Column 48;Column 49;Column 50;Column 51;Column 52;Column 53;Column 54;Column 55;Column 56;Column 57;Column 58;Column 59;Column 60;Column 61
724;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;1;210;15;15;15;;;;;;;;41;;;;;;;;;;41;;;"209581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
725;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;1;210;15;15;15;;;;;;;;41;;;;;;;;;;41;;;"209591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
726;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;1;198;11;11;11;;;;;;;;3;;;;;;;;;;3;;;"106396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
727;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;1;198;11;11;11;;;;;;;;3;;;;;;;;;;3;;;"209583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
728;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;1;198;11;11;11;;;;;;;;3;;;;;;;;;;3;;;"209593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
729;7;29;1944;6.08;50.78;GERMANY;AACHEN;ETO;GREAT BRITAIN;RAF;;LGT;;;;;;;10;CITY AREA;CITIES TOWNS AND URBAN AREAS;;;1;1;1;;;;;;;;2;;;;;;;;;;2;;;"295676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
730;7;29;1944;6.67;53.6;GERMANY;BORKUM;ETO;;;;B17;;;;;;;5231;AIRDROME;AIR FIELDS AND AIRDROMES;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"106397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
731;7;29;1944;6.67;53.6;GERMANY;BORKUM;ETO;;;;B17;;;;;;;5231;AIRDROME;AIR FIELDS AND AIRDROMES;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"209584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
732;7;29;1944;6.67;53.6;GERMANY;BORKUM;ETO;;;;B17;;;;;;;5231;AIRDROME;AIR FIELDS AND AIRDROMES;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"209598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
733;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;;;;;;;;;;;;;12;;;;;;;;;;12;;;"106325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
734;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;;9;9;9;;;;;;;;9;;;;;;;;;;9;;;"106326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
735;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;;19;19;19;;;;;;;;57;;;;;;;;;;57;;;"106328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
736;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;0;;;;;;;;;;;;6;;;;;;;;;;6;;;"106330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
737;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;;10;10;10;;;;;;;;5;;;;;;;;;;5;;;"106331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
738;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;;4;4;4;;;;;;;;2;;;;;;;;;;2;;;"106338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
739;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;0;;;;;;;;;;;;1;;;;;;;;;;1;;;"106342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
740;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;;;;;;;;;;;;;12;;;;;;;;;;12;;;"170014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
741;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;;9;9;9;;;;;;;;9;;;;;;;;;;9;;;"170015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
742;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;;19;19;19;;;;;;;;57;;;;;;;;;;57;;;"170017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
743;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;0;;;;;;;;;;;;6;;;;;;;;;;6;;;"170019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
744;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;;10;10;10;;;;;;;;5;;;;;;;;;;5;;;"170020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
745;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;;4;4;4;;;;;;;;2;;;;;;;;;;2;;;"170027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
746;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;0;;;;;;;;;;;;1;;;;;;;;;;1;;;"170031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
747;7;29;1944;2.57;50.67;FRANCE;FORET_DE_NIEPPE;ETO;GREAT BRITAIN;RAF;;HVY;;;;;;;14402;CITY AREA;CITIES TOWNS AND URBAN AREAS;;;63;63;63;;;;;;;;272;;;;;;;;;;272;;;"295677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
748;7;29;1944;2.57;50.67;FRANCE;FORET_DE_NIEPPE;ETO;GREAT BRITAIN;RAF;;LGT;;;;;;;14402;CITY AREA;CITIES TOWNS AND URBAN AREAS;;;10;10;10;;;;;;;;10;;;;;;;;;;10;;;"295678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
749;7;29;1944;3.38;47.98;FRANCE;JOIGNY;ETO;GREAT BRITAIN;RAF;;HVY;;;;;;;20889;LOCOMOTIVE SHEDS;R.R. MANUFACTURING WORKS AND ROUNDHOUSES;;;;;;;;;;;;;28;;;;;;;;;;28;;;"106398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
750;7;29;1944;3.38;47.98;FRANCE;JOIGNY;ETO;GREAT BRITAIN;RAF;;HVY;;;;;;;20889;LOCOMOTIVE SHEDS;R.R. MANUFACTURING WORKS AND ROUNDHOUSES;;;;;;;;;;;;;38;;;;;;;;;;38;;;"106399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
751;7;29;1944;3.38;47.98;FRANCE;JOIGNY;ETO;GREAT BRITAIN;RAF;;HVY;;;;;;;20889;LOCOMOTIVE SHEDS;R.R. MANUFACTURING WORKS AND ROUNDHOUSES;;;25;25;25;;;;;;;;95;;;;;;;;;;95;;;"106400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
752;7;29;1944;3.38;47.98;FRANCE;JOIGNY;ETO;GREAT BRITAIN;RAF;;HVY;;;;;;;20889;LOCOMOTIVE SHEDS;R.R. MANUFACTURING WORKS AND ROUNDHOUSES;;;;;;;;;;;;;28;;;;;;;;;;28;;;"209599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
753;7;29;1944;3.38;47.98;FRANCE;JOIGNY;ETO;GREAT BRITAIN;RAF;;HVY;;;;;;;20889;LOCOMOTIVE SHEDS;R.R. MANUFACTURING WORKS AND ROUNDHOUSES;;;;;;;;;;;;;38;;;;;;;;;;38;;;"209600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
754;7;29;1944;3.38;47.98;FRANCE;JOIGNY;ETO;GREAT BRITAIN;RAF;;HVY;;;;;;;20889;LOCOMOTIVE SHEDS;R.R. MANUFACTURING WORKS AND ROUNDHOUSES;;;25;25;25;;;;;;;;95;;;;;;;;;;95;;;"209601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
755;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;1;;1;1;1;;;;;;;;2;;;;1;;;;;;3;;;"106392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
756;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;0;;;;;;;;;;;;25;;;;;;;;;;25;;;"106395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
757;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;1;;1;1;1;;;;;;;;2;;;;1;;;;;;3;;;"209579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
758;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;0;;;;;;;;;;;;25;;;;;;;;;;25;;;"209582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
759;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;1;;1;1;1;;;;;;;;2;;;;1;;;;;;3;;;"209589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
760;7;29;1944;4.88;48.18;FRANCE;JUZENNECOURT;ETO;;;;B24;;;;;;;21073;AIR FIELD;AIR FIELDS AND AIRDROMES;0;;;;;;;;;;;;25;;;;;;;;;;25;;;"209592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
761;7;29;1944;3.63;49.57;FRANCE;LAON;ETO;;;;B24;;;;;;;23654;;AIR FIELDS AND AIRDROMES;1;;3;3;3;;;;;;;;5;;;;;;;;;;5;;;"106404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
762;7;29;1944;3.63;49.57;FRANCE;LAON;ETO;;;;B24;;;;;;;23654;;AIR FIELDS AND AIRDROMES;1;;3;3;3;;;;;;;;5;;;;;;;;;;5;;;"209588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
763;7;29;1944;3.63;49.57;FRANCE;LAON;ETO;;;;B24;;;;;;;23654;;AIR FIELDS AND AIRDROMES;1;;3;3;3;;;;;;;;5;;;;;;;;;;5;;;"209597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
764;7;29;1944;12;51.35;GERMANY;MERSEBURG;ETO;;;;B17;;;;;;;27630;LEUNA SYN OIL PLANT;SYNTHETIC OIL REFINERIES;1;;1;1;1;;;;;;;;2;;;;;;;;;;2;;;"106350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
765;7;29;1944;12;51.35;GERMANY;MERSEBURG;ETO;;;;B17;;;;;;;27630;LEUNA SYN OIL PLANT;SYNTHETIC OIL REFINERIES;1;;7;7;7;;;;;;;;18;;;;;;;;;;18;;;"106377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
766;7;29;1944;12;51.35;GERMANY;MERSEBURG;ETO;;;;B17;;;;;;;27630;LEUNA SYN OIL PLANT;SYNTHETIC OIL REFINERIES;1;;2;2;2;;;;;;;;5;;;;;;;;;;5;;;"106390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
767;7;29;1944;12;51.35;GERMANY;MERSEBURG;ETO;;;;B17;;;;;;;27630;LEUNA SYN OIL PLANT;SYNTHETIC OIL REFINERIES;1;;2;2;2;;;;;;;;5;;;;;;;;;;5;;;"106391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
768;7;29;1944;12;51.35;GERMANY;MERSEBURG;ETO;;;;B17;;;;;;;27630;LEUNA SYN OIL PLANT;SYNTHETIC OIL REFINERIES;1;;1;1;1;;;;;;;;2;;;;;;;;;;2;;;"170039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
769;7;29;1944;12;51.35;GERMANY;MERSEBURG;ETO;;;;B17;;;;;;;27630;LEUNA SYN OIL PLANT;SYNTHETIC OIL REFINERIES;1;;7;7;7;;;;;;;;18;;;;;;;;;;18;;;"170066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
770;7;29;1944;12;51.35;GERMANY;MERSEBURG;ETO;;;;B17;;;;;;;27630;LEUNA SYN OIL PLANT;SYNTHETIC OIL REFINERIES;1;;2;2;2;;;;;;;;5;;;;;;;;;;5;;;"170079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
771;7;29;1944;12;51.35;GERMANY;MERSEBURG;ETO;;;;B17;;;;;;;27630;LEUNA SYN OIL PLANT;SYNTHETIC OIL REFINERIES;1;;2;2;2;;;;;;;;5;;;;;;;;;;5;;;"170080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
772;7;29;1944;8.92;52.3;GERMANY;MINDEN;ETO;;;;B17;;;;;;;28091;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"106407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
773;7;29;1944;8.92;52.3;GERMANY;MINDEN;ETO;;;;B17;;;;;;;28091;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"170000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
