Mission_ID;Mission_Month;Mission_Day;Mission_Year;Target_Longitude;Target_Latitude;Target_Country;Target_City;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Type;Target Industry;Target Priority;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;"Source ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mission ID;Mission_Date;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Country;Target City;Target Type;Target Industry;Target Priority;Target Latitude;Target Longitude;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;Source ID";Column 47;Column 48;Column 49;Column 50;Column 51;Column 52;Column 53;Column 54;Column 55;Column 56;Column 57;Column 58;Column 59;Column 60;Column 61
35;8;15;1943;2.98;50.33;FRANCE;VITRY_EN_ARTOIS;ETO;;;;B17;;;;;;;45581;AIRDROME;AIR FIELDS AND AIRDROMES;1;213;;;;;;;;;;;25;;;;;;;;;;25;;;"197538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
36;8;15;1943;2.98;50.33;FRANCE;VITRY_EN_ARTOIS;ETO;;;;B17;;;;;;;45581;AIRDROME;AIR FIELDS AND AIRDROMES;1;213;;;;;;;;;;;25;;;;;;;;;;25;;;"197554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
37;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;25;;;;;;;;;;25;;;"95422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
38;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;25;;;;;;;;;;25;;;"95424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
39;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;25;;;;;;;;;;25;;;"197529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
40;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;25;;;;;;;;;;25;;;"197531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
41;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;25;;;;;;;;;;25;;;"197548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
42;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;210;;;;;;;;;;;25;;;;;;;;;;25;;;"197550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
43;8;15;1943;3.07;50.63;FRANCE;LILLE;ETO;;;;B17;;;;;;;25077;AIRDROME;AIR FIELDS AND AIRDROMES;1;209;;;;;;;;;;;25;;;;;;;;;;25;;;"95437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
44;8;15;1943;3.07;50.63;FRANCE;LILLE;ETO;;;;B17;;;;;;;25077;AIRDROME;AIR FIELDS AND AIRDROMES;1;209;;;;;;;;;;;25;;;;;;;;;;25;;;"197543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
45;8;15;1943;3.07;50.63;FRANCE;LILLE;ETO;;;;B17;;;;;;;25077;AIRDROME;AIR FIELDS AND AIRDROMES;1;209;;;;;;;;;;;25;;;;;;;;;;25;;;"197547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
46;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;;;;;25;;;;;;25;;;"95423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
47;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;;;;;25;;;;;;25;;;"197530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
48;8;15;1943;2.63;50.63;FRANCE;MERVILLE;ETO;;;;B17;;;;;;;27637;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;25;;;;;;;;;;25;;;"197549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
49;8;15;1943;2.98;50.33;FRANCE;VITRY_EN_ARTOIS;ETO;;;;B17;;;;;;;45581;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;19;;;;;;;;;;19;;;"95426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
50;8;15;1943;2.98;50.33;FRANCE;VITRY_EN_ARTOIS;ETO;;;;B17;;;;;;;45581;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;19;;;;;;;;;;19;;;"197533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
51;8;15;1943;2.98;50.33;FRANCE;VITRY_EN_ARTOIS;ETO;;;;B17;;;;;;;45581;AIRDROME;AIR FIELDS AND AIRDROMES;1;200;;;;;;;;;;;19;;;;;;;;;;19;;;"197552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
52;8;15;1943;3.53;51.4;HOLLAND_OR_NETHERLANDS;FLUSHING;ETO;;;;B17;;;;;;;14129;;AIR FIELDS AND AIRDROMES;1;198;;;;;;;;;;;37;;;;;;;;;;37;;;"95433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
53;8;15;1943;3.53;51.4;HOLLAND_OR_NETHERLANDS;FLUSHING;ETO;;;;B17;;;;;;;14129;;AIR FIELDS AND AIRDROMES;1;198;;;;;;;;;;;37;;;;;;;;;;37;;;"197539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
54;8;15;1943;3.53;51.4;HOLLAND_OR_NETHERLANDS;FLUSHING;ETO;;;;B17;;;;;;;14129;;AIR FIELDS AND AIRDROMES;1;198;;;;;;;;;;;37;;;;;;;;;;37;;;"197558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
55;8;15;1943;3.53;51.4;HOLLAND_OR_NETHERLANDS;FLUSHING;ETO;;;;B17;;;;;;;14129;;AIR FIELDS AND AIRDROMES;2;186;;;;;;;;;;;36;;;;;;;;;;36;;;"95436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
56;8;15;1943;3.53;51.4;HOLLAND_OR_NETHERLANDS;FLUSHING;ETO;;;;B17;;;;;;;14129;;AIR FIELDS AND AIRDROMES;2;186;;;;;;;;;;;36;;;;;;;;;;36;;;"197542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
57;8;15;1943;3.53;51.4;HOLLAND_OR_NETHERLANDS;FLUSHING;ETO;;;;B17;;;;;;;14129;;AIR FIELDS AND AIRDROMES;2;186;;;;;;;;;;;36;;;;;;;;;;36;;;"197561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
58;8;15;1943;6.78;51.22;GERMANY;DUSSELDORF;ETO;GREAT BRITAIN;RAF;;HVY;;;;;;;11714;CITY AREA;CITIES TOWNS AND URBAN AREAS;;135;;;;;;;;;;;52;;;;35;;;;;;87;;;"292819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
59;8;15;1943;;;FRANCE;ABBEVILLE;ETO;;;;B26;;;;;;;38;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;50.1;1.83;120;;;;;;;;;;;29;;;;;;;;;;29;;;"95413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
60;8;15;1943;;;FRANCE;ABBEVILLE;ETO;;;;B26;;;;;;;38;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;50.1;1.83;120;;;;;;;;;;;29;;;;;;;;;;29;;;"197519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
61;8;15;1943;2.25;50.75;FRANCE;ST_OMER;ETO;;;;B26;;;;;;;41381;AIRDROME;AIR FIELDS AND AIRDROMES;1;100;;;;;;;;;;;33;;;;;;;;;;33;;;"95421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
62;8;15;1943;2.25;50.75;FRANCE;ST_OMER;ETO;;;;B26;;;;;;;41381;AIRDROME;AIR FIELDS AND AIRDROMES;1;100;;;;;;;;;;;33;;;;;;;;;;33;;;"197544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
63;8;15;1943;2.98;50.33;FRANCE;VITRY_EN_ARTOIS;ETO;;;;B17;;;;;;;45581;AIRDROME;AIR FIELDS AND AIRDROMES;1;;;;;;;;;;;;2;;;;;;;;;;2;;;"95425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
64;8;15;1943;2.98;50.33;FRANCE;VITRY_EN_ARTOIS;ETO;;;;B17;;;;;;;45581;AIRDROME;AIR FIELDS AND AIRDROMES;1;;;;;;;;;;;;2;;;;;;;;;;2;;;"197532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
65;8;15;1943;2.98;50.33;FRANCE;VITRY_EN_ARTOIS;ETO;;;;B17;;;;;;;45581;AIRDROME;AIR FIELDS AND AIRDROMES;1;;;;;;;;;;;;2;;;;;;;;;;2;;;"197551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
66;8;15;1943;14.63;38.08;ITALY;AGATA;MTO;USA;12 AF;;B25;;;;;;;210;SHIPPING;SHIPS;1;95;;;;;;;;;;;2;;;;;;;;;;2;;;"95420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
67;8;15;1943;14.63;38.08;ITALY;AGATA;MTO;USA;12 AF;;B25;;;;;;;210;SHIPPING;SHIPS;1;95;;;;;;;;;;;2;;;;;;;;;;2;;;"197527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
68;8;15;1943;15.57;38.18;ITALY;MESSINA;MTO;USA;12 AF;;B25;;;;;;;27689;ROAD;HIGHWAYS AND VEHICLES;1;95;;;;;;;;;;;17;;;;;;;;;;17;;;"95414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
69;8;15;1943;15.57;38.18;ITALY;MESSINA;MTO;USA;12 AF;;B25;;;;;;;27689;ROAD;HIGHWAYS AND VEHICLES;1;95;;;;;;;;;;;17;;;;;;;;;;17;;;"197520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
70;8;15;1943;;;ITALY;SAPRI;MTO;USA;12 AF;;B26;;;;;;;38357;MARSHALL YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;40.07;15.63;95;;;;;;;;;;;42;;;;;;;;;;42;;;"95415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
71;8;15;1943;;;ITALY;SAPRI;MTO;USA;12 AF;;B26;;;;;;;38357;MARSHALL YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;40.07;15.63;95;;;;;;;;;;;42;;;;;;;;;;42;;;"197521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
72;8;15;1943;14;37.33;ITALY;37_20_N_014_00_E;MTO;USA;12 AF;;A20;;;;;;;90064;SUPPLIES;SUPPLY DUMPS AND WAREHOUSES;1;95;;;;;;;;;;;1;;;;;;;;6;;7;;;"95428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
73;8;15;1943;14;37.33;ITALY;37_20_N_014_00_E;MTO;USA;12 AF;;A20;;;;;;;90064;SUPPLIES;SUPPLY DUMPS AND WAREHOUSES;1;95;;;;;;;;;;;1;;;;;;;;6;;7;;;"197545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
74;8;15;1943;14;37.33;ITALY;37_20_N_014_00_E;MTO;USA;12 AF;;A20;;;;;;;90064;SUPPLIES;SUPPLY DUMPS AND WAREHOUSES;1;95;;;;;;;;;;;1;;;;;;;;6;;7;;;"197546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
75;8;15;1943;;;ITALY;SIBARI;MTO;USA;12 AF;;B25;;;;;;;40038;MARSHALLING YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;39.78;16.47;75;;;;;;;;;;;17;;;;;;;;;;17;;;"95416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
76;8;15;1943;;;ITALY;SIBARI;MTO;USA;12 AF;;B25;;;;;;;40038;MARSHALLING YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;39.78;16.47;75;;;;;;;;;;;17;;;;;;;;;;17;;;"197522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
77;8;15;1943;;;ITALY;SIBARI;MTO;USA;12 AF;;B25;;;;;;;40038;MARSHALLING YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;39.78;16.47;70;;;;;;;;;;;18;;;;;;;;;;18;;;"95417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
78;8;15;1943;;;ITALY;SIBARI;MTO;USA;12 AF;;B25;;;;;;;40038;MARSHALLING YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;39.78;16.47;70;;;;;;;;;;;18;;;;;;;;;;18;;;"95418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
79;8;15;1943;;;ITALY;SIBARI;MTO;USA;12 AF;;B25;;;;;;;40038;MARSHALLING YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;39.78;16.47;70;;;;;;;;;;;18;;;;;;;;;;18;;;"95419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
80;8;15;1943;;;ITALY;SIBARI;MTO;USA;12 AF;;B25;;;;;;;40038;MARSHALLING YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;39.78;16.47;70;;;;;;;;;;;18;;;;;;;;;;18;;;"197523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
81;8;15;1943;;;ITALY;SIBARI;MTO;USA;12 AF;;B25;;;;;;;40038;MARSHALLING YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;39.78;16.47;70;;;;;;;;;;;18;;;;;;;;;;18;;;"197524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
82;8;15;1943;;;ITALY;SIBARI;MTO;USA;12 AF;;B25;;;;;;;40038;MARSHALLING YARD;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;39.78;16.47;70;;;;;;;;;;;18;;;;;;;;;;18;;;"197525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
83;8;15;1943;9.15;45.45;ITALY;MILAN;MTO;USA;12 AF;;HVY;;;;;;;28049;CITY AREA;CITIES TOWNS AND URBAN AREAS;;;;;;;;;;;;;82;;;;35;;;;;;117;;;"292820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
84;8;15;1943;9.15;45.45;ITALY;MILAN;MTO;USA;12 AF;;HVY;;;;;;;28049;CITY AREA;CITIES TOWNS AND URBAN AREAS;;;;;;;;;;;;;38;;;;84;;;;;;122;;;"292821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
